num_nodes,num_edges_per_node,prob_selected,edge_method,time_mc,approximation,time_ic_apporx,rmse,pearson,spearman,auc
100,1,0.01,random_0.05,0.11372637748718262,Srivastava,0.0015788078308105469,0.0004938854245824459,tensor(1.0000),0.6299512771540635,1.0
100,1,0.01,random_0.05,0.11372637748718262,ALE,0.0008182525634765625,0.00036897403104114003,tensor(1.0000),0.6340297870898127,1.0
100,1,0.01,random_0.05,0.11372637748718262,Modified_ALE,0.0007054805755615234,0.0004960973610489757,tensor(1.0000),0.6378840291775463,1.0
100,1,0.01,random_0.05,0.09531807899475098,Matic,0.0014531612396240234,0.0,tensor(nan),,
100,1,0.01,random_0.05,0.09531807899475098,fixed_point,0.0011916160583496094,0.0,tensor(nan),,
100,1,0.01,random_0.05,0.09531807899475098,dmp,0.0030527114868164062,0.0,tensor(nan),,
100,1,0.01,random_0.05,0.09531807899475098,Srivastava,0.0017440319061279297,0.0,tensor(nan),,
100,1,0.01,random_0.05,0.09531807899475098,ALE,0.0007779598236083984,0.0,tensor(nan),,
100,1,0.01,random_0.05,0.09531807899475098,Modified_ALE,0.0008969306945800781,0.0,tensor(nan),,
100,1,0.01,random_0.05,0.08960843086242676,Matic,0.0015492439270019531,0.0,tensor(nan),,
100,1,0.01,random_0.05,0.08960843086242676,fixed_point,0.0014719963073730469,0.0,tensor(nan),,
100,1,0.01,random_0.05,0.08960843086242676,dmp,0.0030739307403564453,0.0,tensor(nan),,
100,1,0.01,random_0.05,0.08960843086242676,Srivastava,0.001997232437133789,0.0,tensor(nan),,
100,1,0.01,random_0.05,0.08960843086242676,ALE,0.0005528926849365234,0.0,tensor(nan),,
100,1,0.01,random_0.05,0.08960843086242676,Modified_ALE,0.0006201267242431641,0.0,tensor(nan),,
100,1,0.01,random_0.05,0.10157561302185059,Matic,0.0014977455139160156,0.00042100687606010524,tensor(1.0000),0.6438273723605823,0.9978947368421053
100,1,0.01,random_0.05,0.10157561302185059,fixed_point,0.0016064643859863281,0.08664755196738382,tensor(-0.0203),0.31062331526929743,0.7621052631578946
100,1,0.01,random_0.05,0.10157561302185059,dmp,0.003389120101928711,0.08660250983711601,tensor(-0.0203),0.31165808324405253,0.7642105263157895
100,1,0.01,random_0.05,0.10157561302185059,Srivastava,0.0026133060455322266,0.0004210133737412081,tensor(1.0000),0.6440592986549784,0.9978947368421053
100,1,0.01,random_0.05,0.10157561302185059,ALE,0.0007746219635009766,0.00042809229364354186,tensor(1.0000),0.65181624533979,0.9978947368421053
100,1,0.01,random_0.05,0.10157561302185059,Modified_ALE,0.0012326240539550781,0.00042089803765126444,tensor(1.0000),0.6466878173042958,0.9978947368421054
100,1,0.01,random_0.1,0.10255885124206543,Matic,0.0013751983642578125,0.00037740691495455277,tensor(1.0000),0.7274386844720677,1.0
100,1,0.01,random_0.1,0.10255885124206543,fixed_point,0.0013213157653808594,0.0411243926593319,tensor(-0.0153),-0.1749727967892665,0.28842105263157897
100,1,0.01,random_0.1,0.10255885124206543,dmp,0.00478053092956543,0.04098800029756507,tensor(-0.0152),-0.18311308619361352,0.28210526315789475
100,1,0.01,random_0.1,0.10255885124206543,Srivastava,0.0015673637390136719,0.00037747920358295156,tensor(1.0000),0.7275609372048839,1.0
100,1,0.01,random_0.1,0.10255885124206543,ALE,0.0007388591766357422,0.00036553671840388517,tensor(1.0000),0.7325481847750357,1.0
100,1,0.01,random_0.1,0.10255885124206543,Modified_ALE,0.0007505416870117188,0.0003775378337995508,tensor(1.0000),0.7304583682070077,1.0
100,1,0.01,random_0.1,0.08359146118164062,Matic,0.0013751983642578125,0.0,tensor(nan),,
100,1,0.01,random_0.1,0.08359146118164062,fixed_point,0.0014879703521728516,0.0,tensor(nan),,
100,1,0.01,random_0.1,0.08359146118164062,dmp,0.002829313278198242,0.0,tensor(nan),,
100,1,0.01,random_0.1,0.08359146118164062,Srivastava,0.0015940666198730469,0.0,tensor(nan),,
100,1,0.01,random_0.1,0.08359146118164062,ALE,0.0008561611175537109,0.0,tensor(nan),,
100,1,0.01,random_0.1,0.08359146118164062,Modified_ALE,0.0007774829864501953,0.0,tensor(nan),,
100,1,0.01,random_0.1,0.08537173271179199,Matic,0.0017206668853759766,0.0,tensor(nan),,
100,1,0.01,random_0.1,0.08537173271179199,fixed_point,0.0009043216705322266,0.0,tensor(nan),,
100,1,0.01,random_0.1,0.08537173271179199,dmp,0.002942800521850586,0.0,tensor(nan),,
100,1,0.01,random_0.1,0.08537173271179199,Srivastava,0.0017435550689697266,0.0,tensor(nan),,
100,1,0.01,random_0.1,0.08537173271179199,ALE,0.0006563663482666016,0.0,tensor(nan),,
100,1,0.01,random_0.1,0.08537173271179199,Modified_ALE,0.0006878376007080078,0.0,tensor(nan),,
100,1,0.01,random_0.1,0.09582638740539551,Matic,0.0013437271118164062,5.918953372612193e-05,tensor(1.0000),0.4602343678460344,0.941111111111111
100,1,0.01,random_0.1,0.09582638740539551,fixed_point,0.0010199546813964844,0.09430855023750806,tensor(-0.0105),0.3422036763602526,0.8344444444444444
100,1,0.01,random_0.1,0.09582638740539551,dmp,0.002847909927368164,0.09430100522797501,tensor(-0.0104),0.3422077832889867,0.8344444444444444
100,1,0.01,random_0.1,0.09582638740539551,Srivastava,0.0015873908996582031,5.922553075318508e-05,tensor(1.),0.4602619871557989,0.941111111111111
100,1,0.01,random_0.1,0.09582638740539551,ALE,0.0008642673492431641,5.954319423744164e-05,tensor(1.),0.46344355950413396,0.9411111111111111
100,1,0.01,random_0.1,0.09582638740539551,Modified_ALE,0.0006933212280273438,5.922266634355588e-05,tensor(1.),0.47071289675096517,0.9411111111111111
100,1,0.01,random_0.1,0.07982301712036133,Matic,0.001493215560913086,0.0,tensor(nan),,
100,1,0.01,random_0.1,0.07982301712036133,fixed_point,0.0013134479522705078,0.0,tensor(nan),,
100,1,0.01,random_0.1,0.07982301712036133,dmp,0.0029840469360351562,0.0,tensor(nan),,
100,1,0.01,random_0.1,0.07982301712036133,Srivastava,0.0016078948974609375,0.0,tensor(nan),,
100,1,0.01,random_0.1,0.07982301712036133,ALE,0.000728607177734375,0.0,tensor(nan),,
100,1,0.01,random_0.1,0.07982301712036133,Modified_ALE,0.0006835460662841797,0.0,tensor(nan),,
100,1,0.01,random_0.1,0.08073115348815918,Matic,0.0017066001892089844,0.0,tensor(nan),,
100,1,0.01,random_0.1,0.08073115348815918,fixed_point,0.0007915496826171875,0.0,tensor(nan),,
100,1,0.01,random_0.1,0.08073115348815918,dmp,0.0034363269805908203,0.0,tensor(nan),,
100,1,0.01,random_0.1,0.08073115348815918,Srivastava,0.0017175674438476562,0.0,tensor(nan),,
100,1,0.01,random_0.1,0.08073115348815918,ALE,0.0004944801330566406,0.0,tensor(nan),,
100,1,0.01,random_0.1,0.08073115348815918,Modified_ALE,0.0006246566772460938,0.0,tensor(nan),,
100,1,0.01,random_0.1,0.07859086990356445,Matic,0.0013294219970703125,0.0,tensor(nan),,
100,1,0.01,random_0.1,0.07859086990356445,fixed_point,0.0013566017150878906,0.0,tensor(nan),,
100,1,0.01,random_0.1,0.07859086990356445,dmp,0.002875089645385742,0.0,tensor(nan),,
100,1,0.01,random_0.1,0.07859086990356445,Srivastava,0.0015881061553955078,0.0,tensor(nan),,
100,1,0.01,random_0.1,0.07859086990356445,ALE,0.0007321834564208984,0.0,tensor(nan),,
100,1,0.01,random_0.1,0.07859086990356445,Modified_ALE,0.0007073879241943359,0.0,tensor(nan),,
100,1,0.01,random_0.1,0.08982300758361816,Matic,0.0019791126251220703,0.0,tensor(nan),,
100,1,0.01,random_0.1,0.08982300758361816,fixed_point,0.0009593963623046875,0.0,tensor(nan),,
100,1,0.01,random_0.1,0.08982300758361816,dmp,0.0027997493743896484,0.0,tensor(nan),,
100,1,0.01,random_0.1,0.08982300758361816,Srivastava,0.001865386962890625,0.0,tensor(nan),,
100,1,0.01,random_0.1,0.08982300758361816,ALE,0.0005486011505126953,0.0,tensor(nan),,
100,1,0.01,random_0.1,0.08982300758361816,Modified_ALE,0.0006859302520751953,0.0,tensor(nan),,
100,1,0.01,random_0.1,0.09442687034606934,Matic,0.0013973712921142578,0.0,tensor(nan),,
100,1,0.01,random_0.1,0.09442687034606934,fixed_point,0.0012464523315429688,0.0,tensor(nan),,
100,1,0.01,random_0.1,0.09442687034606934,dmp,0.003008604049682617,0.0,tensor(nan),,
100,1,0.01,random_0.1,0.09442687034606934,Srivastava,0.001621246337890625,0.0,tensor(nan),,
100,1,0.01,random_0.1,0.09442687034606934,ALE,0.00048089027404785156,0.0,tensor(nan),,
100,1,0.01,random_0.1,0.09442687034606934,Modified_ALE,0.0006148815155029297,0.0,tensor(nan),,
100,1,0.01,random_0.1,0.09911155700683594,Matic,0.001291513442993164,0.000497484403683501,tensor(1.0000),0.6730530293668701,0.9978947368421053
100,1,0.01,random_0.1,0.09911155700683594,fixed_point,0.0009627342224121094,0.08891412522444739,tensor(-0.0120),0.49853405239482457,0.7178947368421053
100,1,0.01,random_0.1,0.09911155700683594,dmp,0.002687692642211914,0.08883568446386926,tensor(-0.0120),0.5010192934531802,0.72
100,1,0.01,random_0.1,0.09911155700683594,Srivastava,0.0014390945434570312,0.0004985551690181384,tensor(1.0000),0.6884917323756022,0.9978947368421053
100,1,0.01,random_0.1,0.09911155700683594,ALE,0.0004642009735107422,0.0007005898607991078,tensor(1.0000),0.7323633336998124,0.9978947368421053
100,1,0.01,random_0.1,0.09911155700683594,Modified_ALE,0.0005800724029541016,0.000506072175543084,tensor(1.0000),0.7007820334460669,0.9978947368421053
100,1,0.01,random_0.5,0.11792707443237305,Matic,0.0013871192932128906,0.009931946562665757,tensor(0.9957),0.9405467120319753,1.0
100,1,0.01,random_0.5,0.11792707443237305,fixed_point,0.0026819705963134766,0.1419104922218528,tensor(-0.0673),-0.11455560643659304,0.36000000000000004
100,1,0.01,random_0.5,0.11792707443237305,dmp,0.005839824676513672,0.12813868449564855,tensor(-0.0490),-0.1794805090559913,0.34736842105263155
100,1,0.01,random_0.5,0.11792707443237305,Srivastava,0.0019729137420654297,0.009190675713560083,tensor(0.9963),0.9475435767675056,1.0
100,1,0.01,random_0.5,0.11792707443237305,ALE,0.0006256103515625,0.014513462810270874,tensor(0.9919),0.9119901240721994,1.0
100,1,0.01,random_0.5,0.11792707443237305,Modified_ALE,0.0011632442474365234,0.011778293401513283,tensor(0.9939),0.9474223773305845,1.0
100,1,0.01,random_0.5,0.08060598373413086,Matic,0.0014178752899169922,0.0,tensor(nan),,
100,1,0.01,random_0.5,0.08060598373413086,fixed_point,0.0010080337524414062,0.0,tensor(nan),,
100,1,0.01,random_0.5,0.08060598373413086,dmp,0.002918243408203125,0.0,tensor(nan),,
100,1,0.01,random_0.5,0.08060598373413086,Srivastava,0.001669168472290039,0.0,tensor(nan),,
100,1,0.01,random_0.5,0.08060598373413086,ALE,0.00079345703125,0.0,tensor(nan),,
100,1,0.01,random_0.5,0.08060598373413086,Modified_ALE,0.0007219314575195312,0.0,tensor(nan),,
100,1,0.01,random_0.5,0.18856167793273926,Matic,0.0028181076049804688,0.0733216680971488,tensor(0.9180),0.9832500198954147,0.9915789473684211
100,1,0.01,random_0.5,0.18856167793273926,fixed_point,0.0012981891632080078,0.19199731612316495,tensor(0.0060),0.6346434344551253,0.5284210526315789
100,1,0.01,random_0.5,0.18856167793273926,dmp,0.0030531883239746094,0.17755765828020584,tensor(-0.0564),0.427210356972209,0.4589473684210527
100,1,0.01,random_0.5,0.18856167793273926,Srivastava,0.0016508102416992188,0.04176253212493587,tensor(0.9720),0.9878911389497593,0.9978947368421053
100,1,0.01,random_0.5,0.18856167793273926,ALE,0.0004937648773193359,0.061554180139178405,tensor(0.9855),0.9686618645840037,0.9978947368421053
100,1,0.01,random_0.5,0.18856167793273926,Modified_ALE,0.000985860824584961,0.06280297367250257,tensor(0.9485),0.9861912958639517,0.9978947368421053
100,1,0.01,random_0.5,0.07988429069519043,Matic,0.0013804435729980469,0.0,tensor(nan),,
100,1,0.01,random_0.5,0.07988429069519043,fixed_point,0.0013537406921386719,0.0,tensor(nan),,
100,1,0.01,random_0.5,0.07988429069519043,dmp,0.0028977394104003906,0.0,tensor(nan),,
100,1,0.01,random_0.5,0.07988429069519043,Srivastava,0.0016214847564697266,0.0,tensor(nan),,
100,1,0.01,random_0.5,0.07988429069519043,ALE,0.00046706199645996094,0.0,tensor(nan),,
100,1,0.01,random_0.5,0.07988429069519043,Modified_ALE,0.0007824897766113281,0.0,tensor(nan),,
100,1,0.01,random_0.5,0.08501720428466797,Matic,0.001392364501953125,0.0,tensor(nan),,
100,1,0.01,random_0.5,0.08501720428466797,fixed_point,0.0012886524200439453,0.0,tensor(nan),,
100,1,0.01,random_0.5,0.08501720428466797,dmp,0.0054779052734375,0.0,tensor(nan),,
100,1,0.01,random_0.5,0.08501720428466797,Srivastava,0.0015943050384521484,0.0,tensor(nan),,
100,1,0.01,random_0.5,0.08501720428466797,ALE,0.00048732757568359375,0.0,tensor(nan),,
100,1,0.01,random_0.5,0.08501720428466797,Modified_ALE,0.000583648681640625,0.0,tensor(nan),,
100,1,0.01,random_0.5,0.0874323844909668,Matic,0.0014004707336425781,0.025314068922234284,tensor(0.9294),0.9605267062735707,0.9936842105263157
100,1,0.01,random_0.5,0.0874323844909668,fixed_point,0.0014824867248535156,0.09104034984368832,tensor(-0.0103),0.810752120046603,0.8757894736842106
100,1,0.01,random_0.5,0.0874323844909668,dmp,0.002581357955932617,0.08433251249400535,tensor(-0.0249),0.7431000992153481,0.8273684210526315
100,1,0.01,random_0.5,0.0874323844909668,Srivastava,0.0013735294342041016,0.014629518192279554,tensor(0.9725),0.96345578814844,1.0
100,1,0.01,random_0.5,0.0874323844909668,ALE,0.0004382133483886719,0.00995071587322639,tensor(0.9873),0.9100308486744753,1.0
100,1,0.01,random_0.5,0.0874323844909668,Modified_ALE,0.0005779266357421875,0.015873112548254797,tensor(0.9679),0.96345578814844,1.0
100,1,0.01,random_0.5,0.07433104515075684,Matic,0.0015192031860351562,0.0,tensor(nan),,
100,1,0.01,random_0.5,0.07433104515075684,fixed_point,0.0020813941955566406,0.0,tensor(nan),,
100,1,0.01,random_0.5,0.07433104515075684,dmp,0.0024995803833007812,0.0,tensor(nan),,
100,1,0.01,random_0.5,0.07433104515075684,Srivastava,0.002356290817260742,0.0,tensor(nan),,
100,1,0.01,random_0.5,0.07433104515075684,ALE,0.0006382465362548828,0.0,tensor(nan),,
100,1,0.01,random_0.5,0.07433104515075684,Modified_ALE,0.0006897449493408203,0.0,tensor(nan),,
100,1,0.01,random_0.5,0.0955209732055664,Matic,0.00135040283203125,0.007429527154191515,tensor(0.9971),0.7246533981945379,1.0
100,1,0.01,random_0.5,0.0955209732055664,fixed_point,0.0021398067474365234,0.18389045804719772,tensor(-0.0656),-0.6370313596424648,0.12421052631578947
100,1,0.01,random_0.5,0.0955209732055664,dmp,0.0038900375366210938,0.13880622426977954,tensor(-0.0287),-0.6446840626428448,0.09999999999999998
100,1,0.01,random_0.5,0.0955209732055664,Srivastava,0.0021278858184814453,0.00585418523492027,tensor(0.9982),0.7902077804093444,1.0
100,1,0.01,random_0.5,0.0955209732055664,ALE,0.0007035732269287109,0.004614206509645545,tensor(0.9989),0.9140440650537447,1.0
100,1,0.01,random_0.5,0.0955209732055664,Modified_ALE,0.0008084774017333984,0.006211723526813799,tensor(0.9980),0.7902077804093444,1.0
100,1,0.01,random_0.5,0.08389592170715332,Matic,0.0014138221740722656,0.0,tensor(nan),,
100,1,0.01,random_0.5,0.08389592170715332,fixed_point,0.0010848045349121094,0.0,tensor(nan),,
100,1,0.01,random_0.5,0.08389592170715332,dmp,0.002997875213623047,0.0,tensor(nan),,
100,1,0.01,random_0.5,0.08389592170715332,Srivastava,0.0017435550689697266,0.0,tensor(nan),,
100,1,0.01,random_0.5,0.08389592170715332,ALE,0.0007071495056152344,0.0,tensor(nan),,
100,1,0.01,random_0.5,0.08389592170715332,Modified_ALE,0.0007867813110351562,0.0,tensor(nan),,
100,1,0.01,random_0.5,0.27237844467163086,Matic,0.0013287067413330078,0.10509286674272404,tensor(0.8877),0.981904702255136,1.0
100,1,0.01,random_0.5,0.27237844467163086,fixed_point,0.0012011528015136719,0.21956367388986173,tensor(0.3041),0.7242379784872861,0.7031578947368421
100,1,0.01,random_0.5,0.27237844467163086,dmp,0.003709077835083008,0.1913940172762914,tensor(-0.0447),0.5552145124454819,0.616842105263158
100,1,0.01,random_0.5,0.27237844467163086,Srivastava,0.0016074180603027344,0.08062080800724668,tensor(0.9219),0.973343145906415,1.0
100,1,0.01,random_0.5,0.27237844467163086,ALE,0.0005717277526855469,0.24434555608050434,tensor(0.8803),0.9443878733128602,1.0
100,1,0.01,random_0.5,0.27237844467163086,Modified_ALE,0.0006613731384277344,0.1768876752591446,tensor(0.8426),0.9661170141256872,1.0
100,1,0.01,random_1,0.2222142219543457,Matic,0.0014274120330810547,0.29735302085275295,tensor(0.7022),0.9435379832259367,0.9073684210526316
100,1,0.01,random_1,0.2222142219543457,fixed_point,0.0011763572692871094,0.46154843269559753,tensor(0.3792),0.7641785140230923,0.5789473684210527
100,1,0.01,random_1,0.2222142219543457,dmp,0.004182577133178711,0.14716722276849145,tensor(0.2377),0.7858355893468926,0.6042105263157895
100,1,0.01,random_1,0.2222142219543457,Srivastava,0.0015408992767333984,0.13760912341816803,tensor(0.8584),0.9328724541292887,0.9852631578947368
100,1,0.01,random_1,0.2222142219543457,ALE,0.00045943260192871094,0.16555388133806948,tensor(0.9286),0.8901257245607226,1.0
100,1,0.01,random_1,0.2222142219543457,Modified_ALE,0.0006396770477294922,0.2162853168165278,tensor(0.7947),0.9204023092634737,0.9726315789473684
100,1,0.01,random_1,0.6242396831512451,Matic,0.0020704269409179688,0.17284257509821616,tensor(0.9075),0.9324332433243324,0.9515789473684211
100,1,0.01,random_1,0.6242396831512451,fixed_point,0.0013039112091064453,0.3460791208004101,tensor(0.6386),0.7826942694269425,0.5515789473684211
100,1,0.01,random_1,0.6242396831512451,dmp,0.002897977828979492,0.25422759628613234,tensor(0.5443),0.7519111911191119,0.5768421052631579
100,1,0.01,random_1,0.6242396831512451,Srivastava,0.0014772415161132812,0.11069076864864816,tensor(0.9185),0.9068018846531188,0.9810526315789474
100,1,0.01,random_1,0.6242396831512451,ALE,0.0005204677581787109,0.8465090605019366,tensor(0.7483),0.7745141666715325,0.968421052631579
100,1,0.01,random_1,0.6242396831512451,Modified_ALE,0.00074005126953125,0.3645026276589225,tensor(0.7591),0.8546911102289907,0.8273684210526315
100,1,0.01,random_1,0.07654762268066406,Matic,0.0016541481018066406,0.0,tensor(nan),,
100,1,0.01,random_1,0.07654762268066406,fixed_point,0.0012364387512207031,0.0,tensor(nan),,
100,1,0.01,random_1,0.07654762268066406,dmp,0.0032749176025390625,0.0,tensor(nan),,
100,1,0.01,random_1,0.07654762268066406,Srivastava,0.0016200542449951172,0.0,tensor(nan),,
100,1,0.01,random_1,0.07654762268066406,ALE,0.0006470680236816406,0.0,tensor(nan),,
100,1,0.01,random_1,0.07654762268066406,Modified_ALE,0.0006122589111328125,0.0,tensor(nan),,
100,1,0.01,random_1,0.08122491836547852,Matic,0.0013942718505859375,0.0,tensor(nan),,
100,1,0.01,random_1,0.08122491836547852,fixed_point,0.0010385513305664062,0.0,tensor(nan),,
100,1,0.01,random_1,0.08122491836547852,dmp,0.003367185592651367,0.0,tensor(nan),,
100,1,0.01,random_1,0.08122491836547852,Srivastava,0.0016672611236572266,0.0,tensor(nan),,
100,1,0.01,random_1,0.08122491836547852,ALE,0.0005917549133300781,0.0,tensor(nan),,
100,1,0.01,random_1,0.08122491836547852,Modified_ALE,0.0008814334869384766,0.0,tensor(nan),,
100,1,0.01,random_1,0.07656025886535645,Matic,0.0020966529846191406,0.0,tensor(nan),,
100,1,0.01,random_1,0.07656025886535645,fixed_point,0.0008428096771240234,0.0,tensor(nan),,
100,1,0.01,random_1,0.07656025886535645,dmp,0.0027723312377929688,0.0,tensor(nan),,
100,1,0.01,random_1,0.07656025886535645,Srivastava,0.0015645027160644531,0.0,tensor(nan),,
100,1,0.01,random_1,0.07656025886535645,ALE,0.0006084442138671875,0.0,tensor(nan),,
100,1,0.01,random_1,0.07656025886535645,Modified_ALE,0.0007135868072509766,0.0,tensor(nan),,
100,1,0.01,random_1,0.09940671920776367,Matic,0.0023593902587890625,0.008745383382251715,tensor(0.9913),0.7065228628911966,0.9978947368421053
100,1,0.01,random_1,0.09940671920776367,fixed_point,0.0014677047729492188,0.3268367022257717,tensor(-0.0806),0.5999508992873693,0.36421052631578943
100,1,0.01,random_1,0.09940671920776367,dmp,0.0028259754180908203,0.0823102305645431,tensor(-0.0395),0.506730065306972,0.26526315789473687
100,1,0.01,random_1,0.09940671920776367,Srivastava,0.0015187263488769531,0.00561962461405103,tensor(0.9971),0.48624970426394326,1.0
100,1,0.01,random_1,0.09940671920776367,ALE,0.0004570484161376953,0.008081925696715743,tensor(0.9976),0.4252363423792452,1.0
100,1,0.01,random_1,0.09940671920776367,Modified_ALE,0.0006406307220458984,0.006368013553079474,tensor(0.9963),0.48624970426394326,1.0
100,1,0.01,random_1,0.11853957176208496,Matic,0.0017046928405761719,0.14973384942949025,tensor(0.7298),0.9576471360135566,0.9663157894736842
100,1,0.01,random_1,0.11853957176208496,fixed_point,0.0011565685272216797,0.33174011706096096,tensor(0.4308),0.9392296805236364,0.8042105263157895
100,1,0.01,random_1,0.11853957176208496,dmp,0.0029566287994384766,0.06683642933997304,tensor(0.1998),0.9320653826486203,0.7368421052631579
100,1,0.01,random_1,0.11853957176208496,Srivastava,0.0020177364349365234,0.06601801450343688,tensor(0.8931),0.87575940179361,0.9894736842105263
100,1,0.01,random_1,0.11853957176208496,ALE,0.0005598068237304688,0.06396933896525538,tensor(0.9493),0.8819143652483128,0.9957894736842104
100,1,0.01,random_1,0.11853957176208496,Modified_ALE,0.0010945796966552734,0.09212199425581717,tensor(0.8594),0.8739525417984131,0.9894736842105263
100,1,0.01,random_1,0.07758736610412598,Matic,0.0016505718231201172,0.0,tensor(nan),,
100,1,0.01,random_1,0.07758736610412598,fixed_point,0.0007839202880859375,0.0,tensor(nan),,
