num_nodes,num_edges_per_node,prob_selected,edge_method,time_mc,approximation,T,L,time_ic_apporx,rmse,pearson,spearman,auc
5000,2,0.1,random_1,90.03677439689636,ALE_heuristic,3,0,0.01153111457824707,0.5131131749062529,tensor(0.5120),0.5814240876115425,0.9006461293357976
5000,2,0.1,random_1,87.96792244911194,SWE,4,2,0.019238710403442383,0.02510179557879076,tensor(0.9932),0.9913543968585061,0.9976992901311147
5000,2,0.1,random_1,87.96792244911194,um_IC,10,0,0.02234649658203125,0.0674187281162608,tensor(0.9691),0.9548700732078206,0.9853889617482817
5000,2,0.1,random_1,87.96792244911194,dmp_um_fast,10,0,0.06644034385681152,0.09340053732285285,tensor(0.9095),0.9142175742463968,0.9879482598062119
5000,2,0.1,random_1,87.96792244911194,Naive,6,0,0.04380917549133301,0.08940897835058906,tensor(0.9136),0.9209698355656354,0.9889221947612128
5000,2,0.1,random_1,87.96792244911194,dmp_ic_fast,10,0,0.03930258750915527,0.08469538184382071,tensor(0.9197),0.9268240459305306,0.9903065679788876
5000,2,0.1,random_1,87.96792244911194,dmp_inf,10,0,0.1223301887512207,0.0033926594866893213,tensor(0.9999),0.9997880087529505,0.999417169611296
5000,2,0.1,random_1,87.96792244911194,modified_ALE,4,0,0.01105499267578125,0.16210381946466074,tensor(0.8382),0.8260783994965242,0.7197129590544533
5000,2,0.1,random_1,87.96792244911194,ALE_heuristic,3,0,0.011127471923828125,0.5121170415820913,tensor(0.5260),0.6010961065901103,0.8899256136031888
5000,2,0.1,random_1,87.74308657646179,SWE,4,2,0.017892122268676758,0.026009004320723363,tensor(0.9922),0.9898457619699274,0.9980383157894737
5000,2,0.1,random_1,87.74308657646179,um_IC,10,0,0.023654460906982422,0.07028619618606631,tensor(0.9669),0.9527749804063622,0.9883591578947368
5000,2,0.1,random_1,87.74308657646179,dmp_um_fast,10,0,0.07036232948303223,0.08585638043211898,tensor(0.9178),0.9227900970034962,0.9863410526315789
5000,2,0.1,random_1,87.74308657646179,Naive,6,0,0.04526209831237793,0.08321544260535575,tensor(0.9216),0.9305338782930973,0.9873781052631578
5000,2,0.1,random_1,87.74308657646179,dmp_ic_fast,10,0,0.040148019790649414,0.07719520768783028,tensor(0.9285),0.9377101742350366,0.987888
5000,2,0.1,random_1,87.74308657646179,dmp_inf,10,0,0.12591004371643066,0.003398639843823617,tensor(0.9999),0.9997931836296705,0.9996614736842105
5000,2,0.1,random_1,87.74308657646179,modified_ALE,4,0,0.011760473251342773,0.1621097541712727,tensor(0.8110),0.8140839461436163,0.72
5000,2,0.1,random_1,87.74308657646179,ALE_heuristic,3,0,0.012573480606079102,0.5308003486114714,tensor(0.4940),0.5623459512502511,0.8960155789473685
5000,2,0.1,random_1,86.8430745601654,SWE,4,2,0.017770767211914062,0.027985269129202708,tensor(0.9914),0.989264748869296,0.998050168634064
5000,2,0.1,random_1,86.8430745601654,um_IC,10,0,0.02109217643737793,0.07039666106036226,tensor(0.9665),0.9525459932288468,0.9846154352866779
5000,2,0.1,random_1,86.8430745601654,dmp_um_fast,10,0,0.0671837329864502,0.08754967414119547,tensor(0.9219),0.9278011047136581,0.9911047178014334
5000,2,0.1,random_1,86.8430745601654,Naive,6,0,0.044329166412353516,0.08506027804698763,tensor(0.9216),0.9287903473561127,0.9905336839955734
5000,2,0.1,random_1,86.8430745601654,dmp_ic_fast,10,0,0.04390859603881836,0.07815439446121562,tensor(0.9313),0.9401425090690771,0.9922616067664418
5000,2,0.1,random_1,86.8430745601654,dmp_inf,10,0,0.12792420387268066,0.004135110941267538,tensor(0.9998),0.9997799539814498,0.9998130862668634
5000,2,0.1,random_1,86.8430745601654,modified_ALE,4,0,0.012518882751464844,0.1589863896535183,tensor(0.8303),0.8267266989606153,0.7319772344013491
5000,2,0.1,random_1,86.8430745601654,ALE_heuristic,3,0,0.012188911437988281,0.527019796826625,tensor(0.4962),0.5554349442138156,0.896849968381113
5000,2,0.1,random_1,87.46461224555969,SWE,4,2,0.01744222640991211,0.02741400387342701,tensor(0.9917),0.9895044374102496,0.9976421052631579
5000,2,0.1,random_1,87.46461224555969,um_IC,10,0,0.021177053451538086,0.06943215826082441,tensor(0.9666),0.9510916944269145,0.9875494736842105
5000,2,0.1,random_1,87.46461224555969,dmp_um_fast,10,0,0.06870245933532715,0.08615929797550524,tensor(0.9224),0.9209252717497193,0.9906341052631579
5000,2,0.1,random_1,87.46461224555969,Naive,6,0,0.04438662528991699,0.08373793217911486,tensor(0.9234),0.9232571728601038,0.9901477894736843
5000,2,0.1,random_1,87.46461224555969,dmp_ic_fast,10,0,0.03958749771118164,0.07677556723143211,tensor(0.9328),0.9341102832390131,0.9912332631578948
5000,2,0.1,random_1,87.46461224555969,dmp_inf,10,0,0.12736845016479492,0.003422651159610573,tensor(0.9999),0.9997957984156746,0.9993524210526317
5000,2,0.1,random_1,87.46461224555969,modified_ALE,4,0,0.011457204818725586,0.1577892128126374,tensor(0.8376),0.8150159839861647,0.7175789473684211
5000,2,0.1,random_1,87.46461224555969,ALE_heuristic,3,0,0.01147603988647461,0.5170806797501528,tensor(0.5116),0.5836990632847991,0.8973545263157895
5000,2,0.1,random_1,89.32281064987183,SWE,4,2,0.017435789108276367,0.025718514694487996,tensor(0.9925),0.9897188367741865,0.9980753394488385
5000,2,0.1,random_1,89.32281064987183,um_IC,10,0,0.021120309829711914,0.06980689374023376,tensor(0.9657),0.9483402735486478,0.9878225565387251
5000,2,0.1,random_1,89.32281064987183,dmp_um_fast,10,0,0.06738758087158203,0.09147142996281463,tensor(0.9098),0.9105848142351617,0.9930590653885001
5000,2,0.1,random_1,89.32281064987183,Naive,6,0,0.0441281795501709,0.08598039651023419,tensor(0.9163),0.9192283276109992,0.9932131048442494
5000,2,0.1,random_1,89.32281064987183,dmp_ic_fast,10,0,0.03916525840759277,0.08208280600803607,tensor(0.9207),0.9245467842034836,0.9944062861420278
5000,2,0.1,random_1,89.32281064987183,dmp_inf,10,0,0.12997674942016602,0.0034830679809436556,tensor(0.9999),0.9997913692118319,0.9996494561574566
5000,2,0.1,random_1,89.32281064987183,modified_ALE,4,0,0.011871576309204102,0.16447401661588307,tensor(0.8330),0.8108628005408134,0.7127659574468085
5000,2,0.1,random_1,89.32281064987183,ALE_heuristic,3,0,0.012344121932983398,0.507831162329852,tensor(0.5150),0.5801710869105936,0.8873725947987952
5000,2,0.1,random_1,86.85629796981812,SWE,4,2,0.017621755599975586,0.027364196328090364,tensor(0.9919),0.9897437932245613,0.9983579034784001
5000,2,0.1,random_1,86.85629796981812,um_IC,10,0,0.02182483673095703,0.06954182694385984,tensor(0.9664),0.9512180673149273,0.9877909428854472
5000,2,0.1,random_1,86.85629796981812,dmp_um_fast,10,0,0.06945133209228516,0.09301799864185827,tensor(0.9098),0.9130648129412321,0.9922300798734057
5000,2,0.1,random_1,86.85629796981812,Naive,6,0,0.04450535774230957,0.08878138350792594,tensor(0.9141),0.9178797555720176,0.9929563132031426
5000,2,0.1,random_1,86.85629796981812,dmp_ic_fast,10,0,0.03816103935241699,0.08361103834990298,tensor(0.9206),0.9256449460816353,0.994261244560402
5000,2,0.1,random_1,86.85629796981812,dmp_inf,10,0,0.12451982498168945,0.0034300060522945218,tensor(0.9999),0.999806423251542,0.9996951209544267
5000,2,0.1,random_1,86.85629796981812,modified_ALE,4,0,0.011688947677612305,0.16696553826317612,tensor(0.8367),0.8158972796450223,0.717946014339941
5000,2,0.1,random_1,86.85629796981812,ALE_heuristic,3,0,0.011461734771728516,0.5052491266619624,tensor(0.5241),0.5891928430294607,0.9138295750656349
5000,2,0.1,random_1,88.31564354896545,SWE,4,2,0.01760387420654297,0.02581928578462112,tensor(0.9925),0.989525018032429,0.9982689295756588
5000,2,0.1,random_1,88.31564354896545,um_IC,10,0,0.019932270050048828,0.07213271329074095,tensor(0.9656),0.9485653032514277,0.988455367275858
5000,2,0.1,random_1,88.31564354896545,dmp_um_fast,10,0,0.06616878509521484,0.09630932817119127,tensor(0.8993),0.9059902542679804,0.9913463131697073
5000,2,0.1,random_1,88.31564354896545,Naive,6,0,0.0443267822265625,0.09169372383692198,tensor(0.9051),0.9132169816194983,0.9914932751369494
5000,2,0.1,random_1,88.31564354896545,dmp_ic_fast,10,0,0.04085826873779297,0.08735431918120601,tensor(0.9105),0.9207735947520531,0.9939778899259029
5000,2,0.1,random_1,88.31564354896545,dmp_inf,10,0,0.12245321273803711,0.00344077618222944,tensor(0.9999),0.9997933218705688,0.999770189784936
5000,2,0.1,random_1,88.31564354896545,modified_ALE,4,0,0.011375665664672852,0.160853125852391,tensor(0.8383),0.8047088711208354,0.7074932285087898
5000,2,0.1,random_1,88.31564354896545,ALE_heuristic,3,0,0.01143193244934082,0.5196649766492412,tensor(0.5015),0.5755816800138139,0.8936819676417226
5000,2,0.1,random_1,87.8772382736206,SWE,4,2,0.01708531379699707,0.028069772198286935,tensor(0.9913),0.9893765630617809,0.9986780176275296
5000,2,0.1,random_1,87.8772382736206,um_IC,10,0,0.02505803108215332,0.0685003529930243,tensor(0.9662),0.9510953367543364,0.9899733545004215
5000,2,0.1,random_1,87.8772382736206,dmp_um_fast,10,0,0.0701131820678711,0.09353691461853525,tensor(0.9081),0.9122152515627167,0.9831011870257167
