num_nodes,p,prob_selected,edge_method,time_mc,approximation,T,L,time_ic_apporx,rmse,pearson,spearman,auc
5000,0.0008,0.2,random_0.05,26.94417643547058,dmp_inf,10,0,0.08553194999694824,0.0012337379845449485,tensor(1.0000),0.998239041123145,1.0
5000,0.0008,0.2,random_0.05,26.94417643547058,modified_ALE,2,0,0.014353036880493164,0.0016873503218518772,tensor(1.0000),0.9977896318973781,1.0
5000,0.0008,0.2,random_0.05,26.94417643547058,ALE_heuristic,2,0,0.013037681579589844,0.01536673699791569,tensor(0.9995),0.9661120479806768,1.0
5000,0.0008,0.2,random_0.05,26.47936248779297,SWE,3,0,0.014898061752319336,0.0012324512460165345,tensor(1.0000),0.9982418168033094,1.0
5000,0.0008,0.2,random_0.05,26.47936248779297,um_IC,3,0,0.015202999114990234,0.001233458282798434,tensor(1.0000),0.9982412301163776,1.0
5000,0.0008,0.2,random_0.05,26.47936248779297,dmp_um_fast,10,0,0.07439184188842773,0.0012337382149156361,tensor(1.0000),0.9982390556402544,1.0
5000,0.0008,0.2,random_0.05,26.47936248779297,Naive,3,0,0.04665660858154297,0.0012334598957580184,tensor(1.0000),0.9982413279620537,1.0
5000,0.0008,0.2,random_0.05,26.47936248779297,dmp_ic_fast,10,0,0.04465532302856445,0.0012337379845449485,tensor(1.0000),0.998239041123145,1.0
5000,0.0008,0.2,random_0.05,26.47936248779297,dmp_inf,10,0,0.09039473533630371,0.0012337379845449485,tensor(1.0000),0.998239041123145,1.0
5000,0.0008,0.2,random_0.05,26.47936248779297,modified_ALE,2,0,0.012656927108764648,0.0016873503218518772,tensor(1.0000),0.9977896318973781,1.0
5000,0.0008,0.2,random_0.05,26.47936248779297,ALE_heuristic,2,0,0.012826919555664062,0.01536673699791569,tensor(0.9995),0.9661120479806768,1.0
5000,0.0008,0.2,random_0.05,27.05807662010193,SWE,3,0,0.014692068099975586,0.0012324512460165345,tensor(1.0000),0.9982418168033094,1.0
5000,0.0008,0.2,random_0.05,27.05807662010193,um_IC,3,0,0.015807151794433594,0.001233458282798434,tensor(1.0000),0.9982412301163776,1.0
5000,0.0008,0.2,random_0.05,27.05807662010193,dmp_um_fast,10,0,0.06991219520568848,0.0012337382149156361,tensor(1.0000),0.9982390556402544,1.0
5000,0.0008,0.2,random_0.05,27.05807662010193,Naive,3,0,0.05080819129943848,0.0012334598957580184,tensor(1.0000),0.9982413279620537,1.0
5000,0.0008,0.2,random_0.05,27.05807662010193,dmp_ic_fast,10,0,0.048391103744506836,0.0012337379845449485,tensor(1.0000),0.998239041123145,1.0
5000,0.0008,0.2,random_0.05,27.05807662010193,dmp_inf,10,0,0.08468794822692871,0.0012337379845449485,tensor(1.0000),0.998239041123145,1.0
5000,0.0008,0.2,random_0.05,27.05807662010193,modified_ALE,2,0,0.012887954711914062,0.0016873503218518772,tensor(1.0000),0.9977896318973781,1.0
5000,0.0008,0.2,random_0.05,27.05807662010193,ALE_heuristic,2,0,0.01479196548461914,0.01536673699791569,tensor(0.9995),0.9661120479806768,1.0
5000,0.0008,0.2,random_0.05,27.230045557022095,SWE,3,0,0.014772653579711914,0.0012324512460165345,tensor(1.0000),0.9982418168033094,1.0
5000,0.0008,0.2,random_0.05,27.230045557022095,um_IC,3,0,0.015013933181762695,0.001233458282798434,tensor(1.0000),0.9982412301163776,1.0
5000,0.0008,0.2,random_0.05,27.230045557022095,dmp_um_fast,10,0,0.07651042938232422,0.0012337382149156361,tensor(1.0000),0.9982390556402544,1.0
5000,0.0008,0.2,random_0.05,27.230045557022095,Naive,3,0,0.044876813888549805,0.0012334598957580184,tensor(1.0000),0.9982413279620537,1.0
