num_nodes,p,prob_selected,edge_method,time_mc,approximation,time_ic_apporx,rmse,pearson,spearman,auc
10000,0.0004,0.1,random_0.05,27.732272386550903,dmp,4.280354738235474,0.000992102651851517,tensor(1.0000),0.990331314298822,1.0
10000,0.0004,0.1,random_0.05,27.732272386550903,Srivastava,0.031188249588012695,0.0009939352875919386,tensor(1.0000),0.9903296882202188,1.0
10000,0.0004,0.1,random_0.05,27.732272386550903,ALE,0.036699533462524414,0.008371910472995094,tensor(0.9998),0.989812861823196,1.0
10000,0.0004,0.1,random_0.05,27.732272386550903,Modified_ALE,0.04115748405456543,0.0012260635500626366,tensor(1.0000),0.9902998520729034,1.0
10000,0.0004,0.1,random_0.1,30.998271703720093,Matic,0.02432417869567871,0.0015111346464310375,tensor(1.0000),0.9973374430860645,1.0
10000,0.0004,0.1,random_0.1,30.998271703720093,fixed_point,0.07953119277954102,0.0015274145922026825,tensor(1.0000),0.997336176493673,1.0
10000,0.0004,0.1,random_0.1,30.998271703720093,dmp,4.272431135177612,0.0014134475700634294,tensor(1.0000),0.9973447637642432,1.0
10000,0.0004,0.1,random_0.1,30.998271703720093,Srivastava,0.030437946319580078,0.0015210938676979307,tensor(1.0000),0.9973364193608105,1.0
10000,0.0004,0.1,random_0.1,30.998271703720093,ALE,0.03703665733337402,0.02049528531227183,tensor(0.9988),0.9966926200222739,1.0
10000,0.0004,0.1,random_0.1,30.998271703720093,Modified_ALE,0.03808712959289551,0.004000767534840065,tensor(0.9999),0.9971950377517823,1.0
10000,0.0004,0.1,random_0.1,31.035680770874023,Matic,0.025493144989013672,0.0015111346464310375,tensor(1.0000),0.9973374430860645,1.0
10000,0.0004,0.1,random_0.1,31.035680770874023,fixed_point,0.0753781795501709,0.0015274145922026825,tensor(1.0000),0.997336176493673,1.0
10000,0.0004,0.1,random_0.1,31.035680770874023,dmp,4.236743211746216,0.0014134475700634294,tensor(1.0000),0.9973447637642432,1.0
10000,0.0004,0.1,random_0.1,31.035680770874023,Srivastava,0.03192448616027832,0.0015210938676979307,tensor(1.0000),0.9973364193608105,1.0
10000,0.0004,0.1,random_0.1,31.035680770874023,ALE,0.03667426109313965,0.02049528531227183,tensor(0.9988),0.9966926200222739,1.0
